Unnamed: 0,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
88,89,Irvin Cardona,fr FRA,FW,Brest,25-050,1997,6,1,166,1.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.12,0.03,0.16,0.12,0.16,5e080f73,3,2,66.7,1.63,1.08,0.0,0.0,13.1,0,0.07,-0.2,-0.2,17,33,51.5,213,19,10,17,58.8,6,11,54.5,0,2,0.0,-0.1,1,0,0,0,0,30,3,0,0,6,0,1,0,0,0,0,19,10,4,8,21,1,0,0,0,0,4,4,2,1.08,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2,1,0,1,1,1,3,33.3,2,41,11,26.8,1,20,20,2,0,0,2,0,2,2,0,52,2,3,31,20,9,49,0,2,0.0,0,0,30,127,64,5,1,1,6,1,79,38,48.1,8,0,3,1,3,0,0,0,4,5,6,45.5
89,90,Matis Carvalho,pt POR,GK,Montpellier,23-152,1999,2,1,136,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8608f269,0,0,,0.0,0.0,,,,0,,0.0,0.0,19,53,35.8,966,715,0,0,,5,5,100.0,14,48,29.2,0.0,0,0,0,0,0,30,23,9,0,5,1,0,0,0,0,0,7,1,45,38,6,0,0,4,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,58,48,58,0,0,0,35,0,0,,0,0,16,104,32,0,0,0,0,0,20,20,100.0,0,0,0,0,0,0,0,0,7,0,0,
90,91,Jean-Charles Castelletto,cm CMR,DF,Nantes,27-244,1995,7,7,605,6.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.03,0.0,0.03,0.03,0.03,e0f3a1f6,4,1,25.0,0.6,0.15,0.0,0.0,13.8,0,0.04,-0.2,-0.2,287,332,86.4,5231,1732,118,125,94.4,142,157,90.4,24,45,53.3,0.0,1,25,0,0,22,307,25,10,0,32,4,2,0,0,0,0,240,35,57,33,253,14,15,3,0,4,9,1,3,0.45,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,12,8,11,1,0,7,7,100.0,0,52,15,28.8,27,22,3,16,7,0,9,18,30,29,0,410,31,161,228,39,5,387,5,6,83.3,5,0,237,1030,556,17,6,0,1,2,230,228,99.1,2,0,5,4,0,0,0,0,70,23,11,67.6
91,92,Yoann Cathline,fr FRA,FW,Lorient,20-067,2002,1,0,34,0.4,1,0,1,0,0,0,0,2.65,0.0,2.65,2.65,2.65,0.1,0.1,0.0,0.2,0.32,0.11,0.43,0.32,0.43,4db5915d,1,1,100.0,2.65,2.65,1.0,1.0,20.0,0,0.12,0.9,0.9,3,5,60.0,71,26,1,3,33.3,1,1,100.0,1,1,100.0,0.0,1,0,1,0,2,5,0,0,0,1,0,0,0,0,0,0,4,1,0,1,4,0,0,0,0,0,0,0,2,5.29,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,2,33.3,2,3,1,0,0,0,0,0,0,0,0,9,0,2,3,6,0,9,2,3,66.7,2,0,7,23,8,1,0,0,0,1,11,9,81.8,3,0,1,1,0,0,0,0,0,0,0,
92,93,Maximiliano Caufriez,be BEL,DF,Clermont Foot,25-223,1997,3,3,249,2.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,c92c24f0,1,0,0.0,0.36,0.0,0.0,,32.0,0,0.02,0.0,0.0,90,105,85.7,1854,587,30,36,83.3,43,48,89.6,15,18,83.3,0.0,1,6,0,0,6,100,5,4,0,21,1,0,0,0,0,0,84,5,16,11,87,0,1,1,0,2,1,1,2,0.72,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,2,2,1,1,2,50.0,1,20,6,30.0,14,5,1,3,1,0,2,8,13,9,0,130,20,71,56,12,1,125,0,0,,0,0,84,656,334,9,4,0,1,1,84,81,96.4,4,0,5,1,0,0,0,0,14,6,4,60.0
93,94,Leonardo César Jardim,br BRA,GK,Lille,27-191,1995,6,6,540,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f5dfc256,0,0,,0.0,0.0,,,,0,,0.0,0.0,125,157,79.6,2805,1838,30,30,100.0,73,73,100.0,20,52,38.5,0.0,0,0,0,0,0,133,24,5,0,14,1,0,0,0,0,0,109,2,46,11,116,1,0,27,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,165,144,165,0,0,0,141,0,0,,0,0,85,293,180,0,0,0,0,0,100,99,99.0,0,0,1,0,0,0,1,0,25,0,0,
94,95,Fares Chaïbi,fr FRA,"MF,FW",Toulouse,19-303,2002,6,3,311,3.5,1,1,1,0,0,0,0,0.29,0.29,0.58,0.29,0.58,0.9,0.9,0.4,1.3,0.25,0.12,0.37,0.25,0.37,357103bd,12,3,25.0,3.47,0.87,0.08,0.33,14.2,0,0.07,0.1,0.1,90,121,74.4,1331,339,56,68,82.4,24,31,77.4,8,14,57.1,0.6,3,4,3,1,6,119,2,1,1,22,5,8,0,0,0,0,90,12,19,12,98,6,0,1,0,2,4,8,10,2.89,9,0,0,1,0,0,1,0.29,1,0,0,0,0,0,5,3,3,1,1,2,8,25.0,6,96,21,21.9,11,52,33,10,0,0,10,4,9,1,0,169,3,20,73,82,19,167,0,2,0.0,0,0,101,504,302,18,6,3,5,5,151,122,80.8,30,0,5,7,0,0,0,0,19,5,6,45.5
95,96,Gaëtan Charbonnier,fr FRA,FW,Auxerre,33-274,1988,2,2,135,1.5,1,0,1,0,0,1,0,0.67,0.0,0.67,0.67,0.67,0.3,0.3,0.1,0.3,0.18,0.04,0.22,0.18,0.22,18ebca4b,2,1,50.0,1.33,0.67,0.5,1.0,17.1,0,0.14,0.7,0.7,36,42,85.7,591,127,20,24,83.3,11,12,91.7,3,3,100.0,-0.1,2,5,3,0,6,35,7,0,0,6,2,0,0,0,0,0,30,5,7,3,37,0,1,0,0,0,1,1,7,4.67,6,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,1,0,1,1,0,2,0.0,2,26,6,23.1,3,12,11,0,0,0,0,0,2,5,0,57,5,7,34,17,3,50,1,1,100.0,1,1,30,104,52,3,1,1,4,2,66,39,59.1,9,0,2,1,3,0,0,0,4,1,6,14.3
96,97,Brendan Chardonnet,fr FRA,DF,Brest,27-279,1994,8,7,675,7.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.02,0.02,0.04,0.02,0.04,16aa7d4c,3,0,0.0,0.4,0.0,0.0,,13.3,0,0.05,-0.1,-0.1,308,362,85.1,7890,2672,66,73,90.4,152,164,92.7,88,121,72.7,-0.1,4,27,5,2,18,341,21,20,0,32,27,2,0,0,0,0,251,23,88,24,306,18,0,0,2,4,3,2,5,0.67,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,6,6,6,0,6,8,75.0,2,79,29,36.7,40,34,5,10,3,0,7,19,31,31,0,432,48,235,218,19,5,412,0,0,,0,0,249,1337,734,12,4,0,0,0,274,271,98.9,2,0,11,7,0,0,0,0,60,25,9,73.5
97,98,Xavier Chavalerin,fr FRA,"FW,MF",Troyes,31-204,1991,7,2,262,2.9,0,1,0,0,0,1,0,0.0,0.34,0.34,0.0,0.34,0.2,0.2,1.0,1.1,0.06,0.33,0.39,0.06,0.39,279ddf6a,5,2,40.0,1.72,0.69,0.0,0.0,22.6,0,0.03,-0.2,-0.2,95,116,81.9,1487,485,61,64,95.3,23,30,76.7,9,17,52.9,0.0,6,5,2,1,6,99,17,8,0,13,6,4,6,4,2,0,81,15,20,89,19,3,3,0,0,1,2,4,10,3.44,5,3,1,0,1,0,2,0.69,1,0,0,0,1,0,0,0,0,0,0,0,5,0.0,5,43,9,20.9,14,19,10,3,0,0,3,4,4,1,0,135,3,20,74,45,9,118,3,3,100.0,3,0,88,347,128,8,2,2,1,1,99,90,90.9,8,0,3,2,0,0,0,0,16,2,1,66.7
98,99,Rayan Cherki,fr FRA,"FW,MF",Lyon,19-041,2003,7,0,104,1.2,0,3,0,0,0,0,0,0.0,2.6,2.6,0.0,2.6,0.4,0.4,1.0,1.4,0.3,0.88,1.18,0.3,1.18,b34c63a5,6,2,33.3,5.19,1.73,0.0,0.0,18.9,1,0.06,-0.4,-0.4,87,112,77.7,1438,387,47,49,95.9,30,41,73.2,9,19,47.4,2.0,9,1,6,2,6,92,20,3,0,8,7,10,13,3,7,1,78,9,25,50,58,0,4,0,0,2,5,2,18,15.58,9,5,2,1,0,1,5,4.33,2,1,0,1,0,1,1,1,0,0,1,1,2,50.0,1,6,2,33.3,1,3,2,1,1,0,0,3,4,0,0,137,0,7,38,109,19,118,4,12,33.3,6,1,102,880,681,40,11,8,3,4,116,100,86.2,15,0,0,1,2,0,0,0,12,0,0,
99,100,Ilyes Cheti,dz ALG,DF,Angers,27-248,1995,2,0,58,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9d498560,0,0,,0.0,0.0,,,,0,,0.0,0.0,43,47,91.5,752,183,18,18,100.0,20,21,95.2,4,6,66.7,0.0,0,4,1,0,6,42,5,0,0,9,2,2,0,0,0,0,35,7,5,38,2,2,5,0,0,0,1,0,1,1.55,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,2,9,1,11.1,4,2,3,2,0,0,2,1,2,1,0,59,3,19,27,15,1,54,0,2,0.0,0,0,40,269,149,7,0,0,1,2,37,35,94.6,1,0,1,1,0,0,0,0,13,0,0,
100,101,Lucas Chevalier,fr FRA,GK,Lille,20-325,2001,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b3d76d84,0,0,,0.0,0.0,,,,0,,0.0,0.0,31,60,51.7,856,593,7,7,100.0,11,11,100.0,13,42,31.0,0.0,0,0,0,0,0,45,15,9,0,21,0,0,0,0,0,0,23,1,36,1,52,0,0,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,65,54,65,0,0,0,51,0,0,,0,0,27,94,45,0,0,0,0,0,32,32,100.0,0,0,0,1,0,0,0,0,6,0,0,
101,102,Pedro Chirivella,es ESP,MF,Nantes,25-127,1997,7,7,596,6.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,0.06,0.05,0.11,0.06,0.11,68a26d51,7,2,28.6,1.06,0.3,0.0,0.0,19.7,0,0.06,-0.4,-0.4,358,418,85.6,6875,1773,170,178,95.5,130,145,89.7,51,83,61.4,-0.3,6,57,4,0,27,396,22,16,0,33,21,1,0,0,0,0,313,19,86,49,357,8,0,2,2,10,13,4,13,1.96,10,0,1,1,0,1,0,0.0,0,0,0,0,0,0,9,8,4,2,3,3,10,30.0,7,107,24,22.4,30,47,30,2,0,0,2,11,20,1,0,461,3,78,338,68,5,439,4,4,100.0,4,1,289,1301,569,26,6,0,1,7,370,361,97.6,14,0,5,5,0,0,0,0,45,3,4,42.9
102,103,Joris Chotard,fr FRA,MF,Montpellier,21-003,2001,7,7,600,6.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.07,0.07,0.0,0.07,7909ffa4,0,0,,0.0,0.0,,,,0,,0.0,0.0,218,260,83.8,4413,1181,81,92,88.0,102,110,92.7,31,50,62.0,-0.5,6,18,3,1,18,250,10,9,2,34,9,3,0,0,0,0,175,27,58,20,226,8,1,1,0,3,7,4,9,1.35,7,1,0,0,0,1,1,0.15,1,0,0,0,0,0,13,6,7,6,0,8,22,36.4,14,82,19,23.2,39,35,8,12,3,0,9,11,24,7,0,314,20,111,193,30,2,305,2,6,33.3,3,0,193,709,353,6,3,0,5,3,212,206,97.2,7,0,14,3,1,0,0,0,48,5,4,55.6
103,104,Yanis Cimignani,fr FRA,"MF,DF",Ajaccio,20-248,2002,6,2,204,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.05,0.02,0.07,0.05,0.07,7495aba7,4,1,25.0,1.76,0.44,0.0,0.0,23.1,0,0.03,-0.1,-0.1,57,83,68.7,960,188,31,36,86.1,17,27,63.0,7,11,63.6,0.0,2,1,2,2,1,75,8,0,0,19,0,6,0,0,0,0,42,24,17,58,8,6,8,0,0,0,3,8,5,2.21,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,5,4,3,0,1,2,50.0,1,36,16,44.4,10,22,4,3,1,0,2,2,9,1,0,110,4,24,50,41,3,102,2,3,66.7,3,0,67,288,119,4,0,0,2,4,67,62,92.5,9,0,3,2,0,0,0,0,23,3,9,25.0
104,105,Souleymane Cissé,fr FRA,DF,Clermont Foot,20-050,2002,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ff4d0258,0,0,,0.0,0.0,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
105,106,Alexis Claude-Maurice,fr FRA,MF,Lens,24-113,1998,3,0,61,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741418c3,0,0,,0.0,0.0,,,,0,,0.0,0.0,23,26,88.5,298,33,15,15,100.0,8,9,88.9,0,2,0.0,0.0,0,0,0,0,1,26,0,0,0,5,1,0,0,0,0,0,22,3,1,2,24,0,0,0,0,2,1,0,1,1.48,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,2,2,0,1,1,0,1,0.0,1,8,4,50.0,0,4,4,0,0,0,0,3,5,0,0,39,1,6,21,15,3,39,0,2,0.0,0,0,29,112,66,5,1,0,1,3,36,32,88.9,7,0,0,2,0,0,0,0,2,0,1,0.0
106,107,Alexis Claude-Maurice,fr FRA,"FW,MF",Nice,24-113,1998,2,1,64,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.08,0.04,0.12,0.08,0.12,741418c3,2,0,0.0,2.81,0.0,0.0,,25.0,0,0.03,-0.1,-0.1,15,18,83.3,208,12,10,11,90.9,4,5,80.0,1,1,100.0,0.0,1,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,15,0,3,1,15,1,0,0,0,0,2,0,2,2.81,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,11,1,9.1,1,8,2,0,0,0,0,2,3,0,0,29,2,5,18,9,0,29,0,0,,0,0,23,100,30,2,2,0,3,2,24,20,83.3,1,0,0,2,0,0,0,0,6,1,0,100.0
107,108,Jonathan Clauss,fr FRA,DF,Marseille,30-002,1992,8,8,653,7.3,0,2,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28,0.5,0.5,1.0,1.5,0.07,0.13,0.21,0.07,0.21,5219ab4a,12,2,16.7,1.65,0.28,0.0,0.0,18.2,0,0.05,-0.5,-0.5,285,374,76.2,4814,1900,132,154,85.7,126,155,81.3,20,42,47.6,1.0,9,23,11,6,32,301,73,7,0,22,14,24,6,1,4,0,220,84,70,53,253,5,60,1,0,9,17,16,19,2.62,14,1,0,4,0,0,3,0.41,2,0,0,1,0,0,12,6,3,5,4,3,13,23.1,10,70,14,20.0,22,27,21,10,0,0,10,14,26,13,0,464,15,109,189,192,29,392,5,13,38.5,5,1,267,1463,913,48,11,8,8,11,309,266,86.1,31,0,9,5,1,0,0,0,68,3,9,25.0
108,109,Marcus Coco,fr FRA,"DF,MF",Nantes,26-095,1996,6,3,207,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.04,0.11,0.15,0.04,0.15,3010aefb,2,0,0.0,0.87,0.0,0.0,,22.0,0,0.04,-0.1,-0.1,72,98,73.5,1181,546,42,46,91.3,23,30,76.7,6,17,35.3,-0.3,3,5,2,2,8,86,12,2,0,12,2,6,1,0,1,0,59,17,22,12,71,1,9,0,0,4,2,4,5,2.17,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,7,6,0,2,2,6,33.3,4,37,10,27.0,20,10,7,10,3,0,7,7,15,2,0,135,10,45,56,48,8,126,0,1,0.0,0,0,78,591,418,18,6,1,6,5,97,79,81.4,10,0,5,6,2,0,0,0,21,6,7,46.2
109,110,Alexandre Coeff,fr FRA,DF,Auxerre,30-219,1992,6,5,496,5.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c4065f40,0,0,,0.0,0.0,,,,0,,0.0,0.0,239,287,83.3,5737,1734,46,56,82.1,139,151,92.1,54,78,69.2,0.0,0,10,0,0,10,283,4,2,0,17,11,0,0,0,0,0,207,20,60,49,213,21,1,0,1,6,6,3,1,0.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,2,2,3,0,1,5,20.0,4,24,9,37.5,14,10,0,7,4,0,3,12,17,34,1,346,66,217,149,5,0,342,0,2,0.0,0,0,222,1318,578,7,2,0,0,1,236,235,99.6,0,0,2,1,0,0,0,0,47,9,6,60.0
110,111,Abdu Conté,pt POR,DF,Troyes,24-187,1998,2,0,52,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.65,0.65,0.0,0.65,cfa49cc1,0,0,,0.0,0.0,,,,0,,0.0,0.0,29,42,69.0,480,208,15,19,78.9,11,16,68.8,2,3,66.7,-0.4,2,3,2,0,4,34,8,0,1,6,0,2,0,0,0,0,29,8,5,29,5,0,8,0,0,0,1,3,2,3.46,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,5,1,20.0,1,4,0,0,0,0,0,0,1,1,0,48,2,12,25,16,1,40,1,1,100.0,1,0,34,171,128,6,3,1,0,2,36,33,91.7,2,0,3,1,0,0,0,0,4,0,2,0.0
111,112,Sébastien Corchia,fr FRA,DF,Nantes,31-330,1990,6,1,195,2.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0e7ccfc4,1,0,0.0,0.46,0.0,0.0,,27.1,0,0.02,0.0,0.0,59,83,71.1,983,495,29,33,87.9,23,32,71.9,7,17,41.2,0.0,1,5,3,3,7,66,17,1,0,6,1,8,3,0,2,0,45,7,31,4,60,4,13,0,0,2,2,2,4,1.85,4,0,0,0,0,0,1,0.46,1,0,0,0,0,0,5,3,4,0,1,3,7,42.9,4,16,5,31.3,6,7,3,5,0,0,5,4,9,7,0,107,8,35,39,35,2,90,0,1,0.0,0,0,57,220,104,7,0,0,3,0,61,50,82.0,5,0,5,4,1,0,0,0,17,6,1,85.7
112,113,David Pereira da Costa,pt POR,"MF,FW",Lens,21-265,2001,8,8,573,6.4,0,3,0,0,0,1,0,0.0,0.47,0.47,0.0,0.47,1.1,1.1,2.1,3.2,0.17,0.33,0.5,0.17,0.5,59948ef7,10,1,10.0,1.57,0.16,0.0,0.0,15.8,1,0.11,-1.1,-1.1,228,267,85.4,3840,967,116,123,94.3,91,112,81.3,19,25,76.0,0.9,9,17,13,2,28,265,2,1,0,35,2,15,0,0,0,0,232,15,20,17,249,0,1,0,0,5,13,1,22,3.46,18,0,2,2,0,0,5,0.79,4,0,1,0,0,0,2,0,1,1,0,0,9,0.0,9,73,29,39.7,14,27,32,6,0,0,6,9,11,1,0,321,2,28,181,142,22,318,10,12,83.3,10,2,275,1529,876,49,16,4,12,8,311,268,86.2,36,0,4,5,0,0,0,0,28,0,8,0.0
113,114,Logan Costa,cv CPV,DF,Toulouse,21-179,2001,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bfb2056e,0,0,,0.0,0.0,,,,0,,0.0,0.0,19,20,95.0,472,153,4,4,100.0,9,9,100.0,5,6,83.3,0.0,0,1,0,0,2,20,0,0,0,0,2,0,0,0,0,0,16,1,3,6,13,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,4,1,25.0,1,3,0,0,0,0,0,1,2,0,0,22,1,13,13,0,0,22,0,0,,0,0,14,94,70,1,0,0,0,0,17,17,100.0,0,0,0,0,0,0,0,0,2,0,0,
114,115,Nuno da Costa,cv CPV,"FW,MF",Auxerre,31-229,1991,5,3,316,3.5,1,0,1,0,0,3,1,0.28,0.0,0.28,0.28,0.28,0.4,0.4,0.8,1.2,0.11,0.24,0.35,0.11,0.35,909222de,3,2,66.7,0.85,0.57,0.33,0.5,10.1,0,0.13,0.6,0.6,42,57,73.7,689,175,28,36,77.8,9,12,75.0,5,6,83.3,-0.8,4,5,2,1,4,51,6,0,0,16,0,2,0,0,0,0,40,6,11,4,43,1,0,3,0,1,3,1,9,2.56,5,0,3,0,1,0,1,0.28,0,0,1,0,0,0,4,3,1,3,0,1,5,20.0,4,59,12,20.3,4,28,27,6,0,0,6,4,8,2,0,112,2,11,62,46,6,106,10,15,66.7,10,1,76,338,169,8,1,2,15,9,130,73,56.2,18,1,8,10,0,0,0,0,14,9,11,45.0
115,116,Benoît Costil,fr FRA,GK,Auxerre,35-086,1987,8,8,720,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434f24a,0,0,,0.0,0.0,,,,0,,0.0,0.0,176,269,65.4,6107,3767,17,17,100.0,76,78,97.4,83,174,47.7,0.0,0,3,0,0,0,175,94,36,0,17,5,0,0,0,0,0,115,7,147,5,233,0,0,24,1,7,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,1,1,100.0,1,0,0,0,0,0,0,1,1,0,0,297,255,293,4,0,0,204,1,1,100.0,1,0,125,583,277,0,0,0,0,0,131,131,100.0,0,0,0,0,0,0,0,0,37,0,0,
116,117,Mathieu Coutadeur,fr FRA,MF,Ajaccio,36-191,1986,5,2,201,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.01,0.12,0.13,0.01,0.13,ef8ae23b,1,0,0.0,0.45,0.0,0.0,,32.0,0,0.02,0.0,0.0,129,155,83.2,2222,657,65,75,86.7,46,50,92.0,17,28,60.7,-0.3,4,12,3,1,11,150,5,5,0,18,5,2,0,0,0,0,112,13,30,17,134,3,0,0,1,6,6,1,5,2.24,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,7,5,3,4,0,6,9,66.7,3,19,8,42.1,7,10,2,3,0,0,3,3,10,4,0,176,7,37,121,29,0,171,1,1,100.0,1,0,115,637,332,12,4,0,0,3,128,123,96.1,4,0,2,0,0,0,0,0,27,1,2,33.3
117,118,Nicolas Cozza,fr FRA,DF,Montpellier,23-262,1999,8,7,606,6.7,1,1,1,0,0,1,0,0.15,0.15,0.3,0.15,0.3,0.9,0.9,0.2,1.1,0.13,0.03,0.17,0.13,0.17,8f325097,2,1,50.0,0.3,0.15,0.5,1.0,3.5,0,0.45,0.1,0.1,207,270,76.7,3912,1478,78,89,87.6,94,119,79.0,31,50,62.0,0.8,4,15,2,1,16,223,47,5,0,19,4,5,0,0,0,0,159,42,69,172,39,10,42,1,1,7,10,6,6,0.89,6,0,0,0,0,0,2,0.3,2,0,0,0,0,0,24,15,19,3,2,10,19,52.6,9,78,29,37.2,51,21,6,4,1,0,3,10,34,19,0,345,42,149,150,65,9,299,1,6,16.7,1,0,173,1082,567,20,7,3,7,5,209,192,91.9,11,0,5,8,3,0,0,0,42,11,10,52.4
