Unnamed: 0,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
118,119,Damien Da Silva,fr FRA,DF,Lyon,34-133,1988,2,0,66,0.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,1ec7e1c5,1,0,0.0,1.36,0.0,0.0,,16.0,0,0.04,0.0,0.0,59,67,88.1,1224,335,19,19,100.0,33,35,94.3,7,12,58.3,0.0,0,5,1,0,2,67,0,0,0,4,2,0,0,0,0,0,51,3,13,3,58,2,0,1,0,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,1,1,0,0,1,0.0,1,4,3,75.0,3,1,0,1,0,0,1,0,2,3,0,75,2,24,52,10,2,75,1,1,100.0,1,0,51,344,186,8,4,0,0,0,60,60,100.0,0,0,3,1,0,0,0,0,9,5,1,83.3
119,120,Colin Dagba,fr FRA,DF,Strasbourg,24-018,1998,3,2,146,1.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,29c02c9f,2,0,0.0,1.23,0.0,0.0,,16.6,0,0.04,-0.1,-0.1,80,93,86.0,1170,544,50,54,92.6,24,27,88.9,4,8,50.0,0.0,0,5,4,1,7,73,20,0,0,6,1,2,1,0,0,1,56,23,14,12,61,0,19,1,0,0,4,3,1,0.62,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,2,1,0,0,2,0.0,2,22,3,13.6,8,13,1,7,0,0,7,9,12,2,0,120,6,33,60,35,3,100,0,4,0.0,0,0,62,365,273,8,3,1,1,3,74,70,94.6,2,0,3,2,0,0,0,0,8,0,1,0.0
120,121,Thijs Dallinga,nl NED,FW,Toulouse,22-055,2000,8,8,572,6.4,2,1,2,0,0,2,0,0.31,0.16,0.47,0.31,0.47,3.1,3.1,0.6,3.7,0.49,0.09,0.59,0.49,0.59,b70afb45,15,7,46.7,2.36,1.1,0.13,0.29,10.5,0,0.21,-1.1,-1.1,87,129,67.4,1277,183,52,69,75.4,27,35,77.1,3,11,27.3,0.4,7,5,2,0,8,123,6,0,1,27,5,6,0,0,0,0,79,33,17,15,98,1,1,6,0,6,5,10,13,2.05,11,0,1,1,0,0,2,0.31,2,0,0,0,0,0,5,4,1,1,3,3,5,60.0,2,71,18,25.4,5,18,48,4,2,0,2,0,5,2,0,173,5,11,77,93,28,167,4,6,66.7,4,1,98,514,292,17,6,3,4,8,246,134,54.5,49,0,10,5,8,0,0,0,17,13,15,46.4
121,122,Flavius Daniliuc,at AUT,DF,Nice,21-153,2001,2,1,91,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,7ef972c3,0,0,,0.0,0.0,,,,0,,0.0,0.0,59,64,92.2,828,325,35,36,97.2,18,20,90.0,3,5,60.0,0.0,1,2,1,1,2,49,15,3,0,3,1,1,0,0,0,0,44,9,11,9,42,0,12,0,0,0,1,0,1,0.99,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,1,0,1,0.0,1,13,3,23.1,6,5,2,4,1,0,3,1,3,1,0,70,5,24,28,22,1,56,0,0,,0,0,39,204,117,4,2,0,0,0,45,41,91.1,0,0,4,0,0,0,0,0,7,1,0,100.0
122,123,Kevin Danso,at AUT,DF,Lens,24-008,1998,8,8,720,8.0,1,0,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12,0.5,0.5,0.3,0.8,0.07,0.03,0.1,0.07,0.1,6e33125f,5,1,20.0,0.62,0.12,0.2,1.0,10.2,0,0.11,0.5,0.5,518,557,93.0,10468,2710,138,145,95.2,314,330,95.2,63,75,84.0,-0.3,2,15,1,0,15,544,13,7,1,45,3,0,0,0,0,0,479,30,48,67,454,21,0,2,0,4,5,4,7,0.87,7,0,0,0,0,0,1,0.12,1,0,0,0,0,0,4,0,3,1,0,2,6,33.3,4,38,11,28.9,26,11,1,11,8,0,3,11,15,35,0,632,66,327,353,16,6,620,5,7,71.4,5,0,459,3209,1808,43,7,0,4,2,476,475,99.8,1,0,10,7,0,0,1,0,70,25,5,83.3
123,124,Dante,br BRA,DF,Nice,38-344,1983,8,8,720,8.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.07,0.0,0.07,0.07,0.07,fd2bc67d,6,2,33.3,0.75,0.25,0.0,0.0,15.5,0,0.09,-0.5,-0.5,488,529,92.2,10205,3827,151,155,97.4,248,262,94.7,81,104,77.9,0.0,0,30,0,0,22,518,11,10,1,49,17,0,0,0,0,0,422,29,78,425,73,12,0,2,0,4,4,3,2,0.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,17,9,12,4,1,9,12,75.0,3,66,24,36.4,41,24,1,18,6,0,12,16,33,32,0,613,103,354,280,11,6,602,0,1,0.0,0,0,418,1959,943,18,2,0,1,0,445,439,98.7,0,0,15,3,0,0,0,0,74,23,8,74.2
124,125,Achraf Dari,ma MAR,DF,Brest,23-144,1999,8,6,541,6.0,1,0,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17,0.3,0.3,0.0,0.3,0.05,0.0,0.05,0.05,0.05,5069b796,4,2,50.0,0.67,0.33,0.25,0.5,13.8,0,0.08,0.7,0.7,244,296,82.4,5905,1486,42,56,75.0,141,151,93.4,61,88,69.3,0.0,0,7,0,0,10,284,12,12,0,17,7,1,0,0,0,0,217,11,68,15,245,27,0,1,0,6,4,2,2,0.33,1,0,0,0,1,0,1,0.17,0,0,0,0,1,0,7,4,5,2,0,2,6,33.3,4,44,18,40.9,26,17,1,9,3,0,6,13,20,27,0,357,46,196,174,9,6,345,0,1,0.0,0,0,209,1047,366,7,1,0,0,0,217,213,98.2,0,0,4,6,1,1,1,0,66,18,8,69.2
125,126,Jonathan David,ca CAN,FW,Lille,22-256,2000,8,8,702,7.8,5,2,5,0,1,2,0,0.64,0.26,0.9,0.64,0.9,3.5,2.7,1.2,3.8,0.44,0.15,0.59,0.34,0.49,ce50fd99,21,10,47.6,2.69,1.28,0.24,0.5,14.7,0,0.13,1.5,2.3,175,202,86.6,2514,420,104,116,89.7,55,59,93.2,8,9,88.9,0.8,12,8,7,2,10,181,21,1,0,45,1,2,0,0,0,0,176,14,12,42,153,1,1,2,0,0,3,12,20,2.56,17,0,1,1,1,0,2,0.26,2,0,0,0,0,0,4,3,1,2,1,2,6,33.3,4,117,36,30.8,8,39,70,9,4,0,5,4,8,5,0,299,9,25,149,146,49,278,9,14,64.3,10,0,193,840,476,26,5,6,15,14,292,213,72.9,59,0,9,14,5,0,0,0,27,3,19,13.6
126,127,Brecht Dejaegere,be BEL,MF,Toulouse,31-121,1991,5,4,301,3.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,0.12,0.05,0.16,0.12,0.16,4ca4f601,3,1,33.3,0.9,0.3,0.0,0.0,13.5,0,0.13,-0.4,-0.4,78,100,78.0,1237,291,45,50,90.0,26,32,81.3,4,12,33.3,-0.2,3,6,6,1,9,90,10,1,0,14,2,4,1,1,0,0,73,11,16,4,88,2,0,2,0,2,3,3,7,2.09,5,0,0,1,1,0,1,0.3,0,0,0,1,0,0,7,7,0,5,2,0,7,0.0,7,75,18,24.0,15,37,23,4,1,0,3,2,9,2,0,132,3,12,75,57,16,123,0,2,0.0,0,0,88,545,335,18,8,4,4,8,124,87,70.2,21,0,11,10,1,0,1,0,19,4,5,44.4
127,128,Romain Del Castillo,fr FRA,MF,Brest,26-182,1996,2,0,39,0.4,1,0,0,1,1,0,0,2.31,0.0,2.31,0.0,0.0,0.9,0.1,0.0,0.1,1.97,0.0,1.97,0.16,0.16,0be95d34,1,1,100.0,2.31,2.31,0.0,0.0,26.9,0,0.07,0.1,-0.1,12,26,46.2,261,152,2,5,40.0,8,12,66.7,2,6,33.3,0.0,0,2,2,1,3,18,8,4,0,3,1,5,2,1,1,0,10,2,14,20,3,1,2,0,0,1,4,2,1,2.31,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,9,4,44.4,0,8,1,0,0,0,0,1,2,0,0,34,0,3,17,16,2,27,0,0,,0,0,24,99,46,2,0,0,1,5,24,20,83.3,3,0,0,1,0,0,0,0,5,0,2,0.0
128,129,Thomas Delaine,fr FRA,DF,Strasbourg,30-187,1992,5,4,349,3.9,0,1,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26,0.0,0.0,0.3,0.4,0.01,0.08,0.09,0.01,0.09,8332db56,1,1,100.0,0.26,0.26,0.0,0.0,24.4,0,0.03,0.0,0.0,159,227,70.0,2522,1001,89,107,83.2,60,81,74.1,8,25,32.0,0.7,3,7,10,7,13,187,40,1,0,24,2,25,0,0,0,0,116,63,48,85,92,7,39,0,0,5,14,10,7,1.81,6,0,1,0,0,0,2,0.52,2,0,0,0,0,0,8,3,7,0,1,2,4,50.0,2,35,9,25.7,16,12,7,3,0,0,3,1,9,5,0,258,8,58,103,111,9,219,7,10,70.0,7,0,159,930,628,31,4,5,5,3,198,168,84.8,22,0,8,4,0,0,0,0,29,6,5,54.5
129,130,Sacha Delaye,fr FRA,FW,Montpellier,20-157,2002,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e4448c8c,0,0,,0.0,0.0,,,,0,,0.0,0.0,1,1,100.0,5,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,50.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,
130,131,Andy Delort,dz ALG,FW,Nice,30-353,1991,8,7,626,7.0,3,0,1,2,2,0,0,0.43,0.0,0.43,0.14,0.14,2.8,1.2,0.3,1.5,0.4,0.05,0.44,0.17,0.22,d33c706e,18,5,27.8,2.59,0.72,0.06,0.2,17.5,1,0.07,0.2,-0.2,99,170,58.2,1543,286,54,82,65.9,28,47,59.6,10,23,43.5,-0.3,5,7,4,1,10,157,13,1,0,39,6,12,0,0,0,0,79,43,48,5,128,15,0,8,2,1,11,9,11,1.58,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,1,49,12,24.5,4,21,24,1,0,0,1,0,1,5,0,234,5,18,118,105,27,218,3,6,50.0,4,0,138,500,182,2,1,0,16,8,285,186,65.3,42,0,9,9,4,0,0,0,19,20,24,45.5
131,132,Karamoko Dembele,sct SCO,"MF,FW",Brest,19-217,2003,3,0,33,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.22,0.0,0.22,0.22,0.22,7304f3b1,2,1,50.0,5.45,2.73,0.0,0.0,15.9,0,0.04,-0.1,-0.1,9,15,60.0,133,19,7,9,77.8,1,2,50.0,1,2,50.0,0.0,0,0,0,0,0,14,1,1,0,5,0,0,0,0,0,0,12,2,1,11,4,0,0,0,0,0,1,3,1,2.73,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,33.3,0,0,3,0,0,0,0,0,0,0,0,25,0,0,7,21,6,25,0,0,,0,0,22,184,149,6,3,2,3,3,21,21,100.0,3,0,1,3,0,0,0,0,4,0,1,0.0
132,133,Moussa Dembélé,fr FRA,FW,Lyon,26-077,1996,6,1,222,2.5,2,0,2,0,0,1,0,0.81,0.0,0.81,0.81,0.81,1.6,1.6,0.0,1.6,0.64,0.0,0.64,0.64,0.64,e7986081,14,6,42.9,5.68,2.43,0.14,0.33,11.8,0,0.11,0.4,0.4,29,39,74.4,426,57,13,15,86.7,14,17,82.4,1,1,100.0,0.0,0,3,3,0,3,36,3,0,0,10,0,0,0,0,0,0,30,6,3,10,23,2,1,2,0,1,0,5,2,0.81,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,1,28,8,28.6,2,7,19,0,0,0,0,1,2,1,0,64,1,3,20,45,22,61,2,3,66.7,2,0,34,202,110,4,2,1,3,2,83,47,56.6,22,0,4,0,2,0,0,0,8,4,6,40.0
133,134,Branco van den Boomen,nl NED,MF,Toulouse,27-068,1995,8,8,705,7.8,0,2,0,0,0,2,0,0.0,0.26,0.26,0.0,0.26,0.5,0.5,2.3,2.8,0.07,0.29,0.36,0.07,0.36,99d660b2,17,8,47.1,2.17,1.02,0.0,0.0,25.3,7,0.03,-0.5,-0.5,361,477,75.7,9084,3075,111,123,90.2,135,164,82.3,109,179,60.9,-0.3,24,60,16,3,52,407,70,21,4,42,54,16,39,15,20,3,258,44,175,34,416,17,6,2,2,18,10,6,35,4.47,20,13,0,2,0,0,2,0.26,2,0,0,0,0,0,18,9,5,11,2,8,21,38.1,13,137,39,28.5,46,75,16,9,2,0,7,1,19,12,0,548,16,101,309,163,7,473,2,4,50.0,2,0,300,1312,656,28,3,2,7,4,400,379,94.8,14,0,12,2,1,0,0,0,49,2,11,15.4
134,135,Mikkel Desler,dk DEN,DF,Toulouse,27-220,1995,8,8,675,7.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.03,0.06,0.09,0.03,0.09,1d5c96f8,4,2,50.0,0.53,0.27,0.0,0.0,17.7,0,0.06,-0.2,-0.2,401,464,86.4,6564,2560,207,217,95.4,163,191,85.3,25,41,61.0,-0.5,6,22,15,4,42,399,65,4,0,39,4,16,0,0,0,0,320,78,66,20,359,12,61,6,2,3,18,7,16,2.13,14,0,0,1,0,1,1,0.13,1,0,0,0,0,0,31,23,18,8,5,12,23,52.2,11,113,47,41.6,50,37,26,15,4,0,11,13,44,10,0,538,23,147,264,164,14,476,5,8,62.5,6,3,350,1799,926,40,17,1,4,10,379,345,91.0,23,0,10,7,3,0,0,0,54,6,3,66.7
135,136,Bafodé Diakité,fr FRA,DF,Lille,21-264,2001,8,6,601,6.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.07,0.03,0.1,0.07,0.1,1bfb6fef,4,1,25.0,0.6,0.15,0.0,0.0,8.3,0,0.12,-0.5,-0.5,388,454,85.5,7138,2461,154,174,88.5,191,214,89.3,37,48,77.1,-0.2,1,41,5,1,31,384,70,12,0,41,3,7,0,0,0,0,338,65,51,91,285,12,58,2,0,12,9,11,5,0.75,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,13,7,7,6,0,3,11,27.3,8,93,30,32.3,37,43,13,15,3,1,12,11,24,11,0,518,30,154,289,104,9,448,3,6,50.0,3,0,319,1469,864,33,7,1,2,6,343,332,96.8,9,0,13,1,0,0,0,0,59,10,8,55.6
136,137,Ibrahim Diakité,gn GUI,DF,Reims,18-331,2003,1,0,36,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d8c19a60,0,0,,0.0,0.0,,,,0,,0.0,0.0,17,21,81.0,200,180,12,13,92.3,4,4,100.0,0,2,0.0,0.0,0,0,0,0,0,12,9,1,0,3,0,1,0,0,0,0,9,10,2,0,12,1,8,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,1,1,0,1,0.0,1,9,3,33.3,3,2,4,0,0,0,0,1,3,0,0,27,2,9,10,9,0,19,1,1,100.0,1,0,15,62,19,0,0,0,1,2,12,11,91.7,0,0,1,1,0,0,0,0,5,0,1,0.0
137,138,Habib Diallo,sn SEN,FW,Strasbourg,27-101,1995,8,7,609,6.8,3,0,3,0,0,0,0,0.44,0.0,0.44,0.44,0.44,1.4,1.4,0.8,2.2,0.21,0.12,0.33,0.21,0.33,6605d143,9,5,55.6,1.33,0.74,0.33,0.6,11.1,0,0.16,1.6,1.6,109,148,73.6,1290,183,77,90,85.6,24,39,61.5,2,3,66.7,-0.8,6,1,4,1,7,142,6,1,1,51,0,3,0,0,0,0,96,32,20,17,99,7,0,7,0,3,10,6,9,1.33,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,2,1,1,1,4,25.0,3,89,21,23.6,6,46,37,3,0,0,3,6,10,4,0,225,4,16,106,113,35,220,7,16,43.8,8,0,142,479,177,12,4,3,21,12,291,174,59.8,48,0,8,11,3,0,0,0,24,23,46,33.3
138,139,Ismael Diallo,ci CIV,DF,Ajaccio,25-241,1997,7,7,608,6.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.01,0.01,0.01,b3244eeb,1,0,0.0,0.15,0.0,0.0,,23.8,0,0.03,0.0,0.0,208,289,72.0,3812,1575,101,116,87.1,79,103,76.7,27,57,47.4,-0.1,1,20,5,2,18,226,63,2,1,31,4,9,0,0,0,0,149,58,82,173,41,8,61,0,3,8,10,12,3,0.44,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,13,7,10,2,1,9,19,47.4,10,83,24,28.9,35,41,7,8,1,0,7,13,26,14,1,356,23,130,180,61,0,294,3,11,27.3,3,1,200,980,547,26,4,0,4,4,188,179,95.2,2,0,11,8,0,0,0,0,53,8,4,66.7
139,140,Mouhamadou Diarra,sn SEN,MF,Strasbourg,18-267,2004,7,4,378,4.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,6d0fe035,6,1,16.7,1.43,0.24,0.0,0.0,21.8,0,0.04,-0.2,-0.2,113,151,74.8,2103,498,40,50,80.0,53,63,84.1,14,26,53.8,0.0,0,7,0,0,9,146,5,2,0,15,3,2,0,0,0,0,109,12,30,14,118,10,2,3,0,3,4,3,6,1.43,1,0,2,1,2,0,1,0.24,0,0,0,0,1,0,11,7,5,5,1,5,8,62.5,3,65,20,30.8,20,33,12,7,0,0,7,4,15,4,0,191,6,47,111,50,10,187,5,9,55.6,7,0,119,606,349,18,6,6,1,6,126,117,92.9,6,0,8,6,0,1,0,0,38,5,6,45.5
140,141,Moussa Diarra,ml MLI,DF,Toulouse,21-321,2000,5,4,349,3.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698f11e3,0,0,,0.0,0.0,,,,0,,0.0,0.0,141,165,85.5,2322,949,71,75,94.7,59,68,86.8,8,16,50.0,0.0,0,7,3,0,14,149,16,6,0,9,2,2,0,0,0,0,126,16,23,132,17,4,10,0,1,4,3,3,4,1.03,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,6,5,3,1,1,4,25.0,3,55,24,43.6,33,16,6,8,4,0,4,11,20,6,0,204,18,95,92,33,0,189,2,6,33.3,2,1,126,739,447,9,4,0,3,1,129,121,93.8,4,0,6,4,0,0,1,0,27,3,4,42.9
141,142,Stéphane Diarra,fr FRA,"FW,MF",Lorient,23-292,1998,8,4,306,3.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.11,0.0,0.11,0.11,0.11,29939a1d,6,2,33.3,1.76,0.59,0.0,0.0,22.1,0,0.06,-0.4,-0.4,61,79,77.2,812,257,37,45,82.2,18,22,81.8,2,6,33.3,0.0,0,4,2,0,8,78,1,1,0,16,0,2,0,0,0,0,67,4,8,55,19,3,0,0,0,1,5,3,8,2.35,1,0,2,1,4,0,2,0.59,0,0,1,0,1,0,10,6,7,2,1,3,10,30.0,7,73,21,28.8,28,25,20,3,0,0,3,9,19,4,0,132,5,40,50,53,7,131,9,16,56.3,9,0,96,673,497,19,5,3,4,6,103,80,77.7,15,0,2,10,0,0,0,0,20,3,3,50.0
142,143,Krepin Diatta,sn SEN,"FW,MF",Monaco,23-214,1999,6,5,469,5.2,1,0,1,0,0,1,0,0.19,0.0,0.19,0.19,0.19,1.7,1.7,0.6,2.2,0.32,0.11,0.43,0.32,0.43,8104e41e,15,3,20.0,2.88,0.58,0.07,0.33,14.9,0,0.12,-0.7,-0.7,118,148,79.7,1810,366,68,79,86.1,39,52,75.0,10,14,71.4,-0.6,7,8,5,1,10,147,1,1,0,42,1,9,0,0,0,0,102,20,26,13,122,6,0,0,0,1,3,4,13,2.49,8,0,1,3,1,0,0,0.0,0,0,0,0,0,0,3,2,1,1,1,1,2,50.0,1,60,16,26.7,11,19,30,5,0,0,5,4,7,3,0,206,5,22,73,126,22,205,7,10,70.0,7,0,151,763,458,23,8,6,15,6,217,156,71.9,34,0,5,5,0,0,0,0,29,9,7,56.3
143,144,Mory Diaw,sn SEN,GK,Clermont Foot,29-097,1993,8,8,720,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,f41a69e6,0,0,,0.0,0.0,,,,0,,0.0,0.0,190,281,67.6,6197,3983,25,25,100.0,89,89,100.0,74,165,44.8,-0.1,2,5,2,0,0,195,86,34,0,16,7,0,0,0,0,0,132,15,134,16,197,0,0,45,1,5,2,0,2,0.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,311,271,310,2,0,0,226,0,0,,0,0,135,624,369,0,0,0,0,0,121,121,100.0,0,0,0,0,0,0,0,0,48,0,0,
144,145,Tristan Dingomé,cm CMR,FW,Troyes,31-222,1991,3,0,60,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.13,0.35,0.48,0.13,0.48,92b56413,3,1,33.3,4.5,1.5,0.0,0.0,20.7,0,0.03,-0.1,-0.1,50,63,79.4,802,210,27,29,93.1,18,21,85.7,5,10,50.0,-0.2,4,5,1,0,6,57,6,2,0,5,0,2,4,0,0,3,47,7,9,54,8,1,0,0,0,1,0,2,6,9.0,4,1,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,2,50.0,1,12,3,25.0,2,3,7,0,0,0,0,0,1,0,0,70,0,3,33,34,5,65,2,2,100.0,2,0,52,169,72,6,0,0,1,1,58,55,94.8,6,0,0,1,0,0,0,0,8,0,0,
145,146,Lois Diony,fr FRA,FW,Angers,29-281,1992,8,5,437,4.9,2,0,2,0,0,1,0,0.41,0.0,0.41,0.41,0.41,1.8,1.8,0.2,2.0,0.38,0.04,0.42,0.38,0.42,4be0b467,10,4,40.0,2.06,0.82,0.2,0.5,13.0,0,0.19,0.2,0.2,92,117,78.6,1097,177,57,67,85.1,22,28,78.6,2,4,50.0,-0.2,5,4,4,1,5,101,16,0,1,31,2,4,0,0,0,0,78,19,20,8,82,9,3,2,0,2,2,7,11,2.27,7,0,2,1,0,1,1,0.21,1,0,0,0,0,0,3,2,0,2,1,1,3,33.3,2,72,15,20.8,4,23,45,3,0,0,3,1,4,3,0,172,2,7,84,90,25,156,2,9,22.2,3,0,94,407,212,13,4,3,16,9,220,134,60.9,48,0,11,3,2,0,0,0,9,16,25,39.0
146,147,Sofiane Diop,fr FRA,MF,Monaco,22-110,2000,1,1,65,0.7,1,0,1,0,0,0,0,1.38,0.0,1.38,1.38,1.38,0.8,0.8,0.2,0.9,1.07,0.24,1.31,1.07,1.31,19053e31,3,1,33.3,4.15,1.38,0.33,1.0,11.1,0,0.26,0.2,0.2,19,34,55.9,304,121,13,19,68.4,4,7,57.1,2,7,28.6,-0.2,3,0,3,0,3,27,7,1,1,7,1,1,6,3,2,1,16,10,8,2,28,2,0,1,0,1,4,0,7,9.69,4,2,1,0,0,0,2,2.77,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,12,4,33.3,1,5,6,0,0,0,0,1,1,0,0,47,0,0,13,37,7,40,1,3,33.3,1,0,24,107,79,4,1,2,2,3,37,32,86.5,12,0,1,1,1,0,0,0,6,1,0,100.0
147,148,Sofiane Diop,fr FRA,MF,Nice,22-110,2000,3,2,167,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.16,0.03,0.19,0.16,0.19,19053e31,5,3,60.0,2.69,1.62,0.0,0.0,20.0,0,0.06,-0.3,-0.3,71,88,80.7,1123,292,38,44,86.4,24,28,85.7,4,7,57.1,-0.1,1,5,0,0,5,84,4,2,0,17,2,1,2,1,0,0,66,10,12,3,83,0,0,0,0,3,1,4,5,2.69,3,1,1,0,0,0,1,0.54,0,1,0,0,0,0,2,1,2,0,0,0,2,0.0,2,28,4,14.3,12,14,2,3,0,0,3,1,3,1,0,115,5,31,56,39,11,112,6,8,75.0,6,0,99,515,272,10,2,1,3,8,102,87,85.3,21,0,1,4,1,0,0,0,15,2,1,66.7
