id,date,start_time,comp,round,dayofweek,venue,result,goals_for,goals_against,opponent,xg_for,xg_against,possession,attendance,captain,formation,referee,match_report,notes,team,goals,shots_total,shots_on_target,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_clean_sheets,gk_psxg,gk_psxg_net,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
152,2022-10-01,17:00 ,Ligue 1,Matchweek 9,Sat,Away,W,3,1,Strasbourg,2.8,1.3,61,,Hamari Traoré,4-4-2,Eric Wattellier,304c5e6e,,Rennes,3,17,7,41.2,0.18,0.43,15.1,1.0,0,0,2.8,2.8,0.17,0.2,0.2,2,1,2,100.0,0,1.1,0.1,1,1,0,0,3.0,14.0,21.4,31.0,4.0,35.5,34.2,5.0,60.0,42.8,5.0,1.0,20.0,1.0,15.8,557.0,646.0,86.2,10894.0,2893.0,212.0,227.0,93.4,259.0,287.0,90.2,80.0,112.0,71.4,2,1.9,10.0,43.0,19.0,3.0,42.0,610.0,36.0,11.0,1.0,35.0,15.0,10,5.0,2.0,1.0,0.0,524.0,44.0,78.0,201.0,405.0,10.0,13.0,8.0,2.0,4.0,12.0,13.0,26.0,18.0,0.0,1.0,4.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,10,10.0,5.0,2.0,5.0,12.0,41.7,7.0,116.0,32.0,27.6,36.0,52.0,28.0,13.0,1.0,0.0,12.0,6,,9.0,0.0,731.0,52.0,208.0,379.0,186.0,36.0,696.0,8.0,12.0,66.7,8.0,1.0,508.0,2536.0,1243.0,60.0,20.0,4.0,8.0,8.0,595.0,557.0,93.6,42.0,2,0,0,15,9,2,0.0,1.0,0,83.0,13.0,18.0,41.9
153,2022-08-06,17:00 ,Ligue 1,Matchweek 1,Sat,Home,L,1,2,Monaco,1.2,3.2,53,"25,359",Dimitri Liénard,3-4-1-2,François Letexier,b9e7f94c,,Strasbourg,1,11,7,63.6,0.09,0.14,15.9,1.0,0,0,1.2,1.2,0.11,-0.2,-0.2,11,2,8,81.8,0,2.9,0.9,0,0,0,0,9.0,19.0,47.4,37.0,8.0,43.2,32.9,9.0,33.3,33.0,8.0,1.0,12.5,0.0,10.7,417.0,533.0,78.2,8109.0,3073.0,184.0,213.0,86.4,166.0,199.0,83.4,62.0,104.0,59.6,1,1.1,9.0,26.0,10.0,5.0,32.0,483.0,50.0,17.0,2.0,114.0,15.0,13,3.0,0.0,2.0,0.0,333.0,78.0,122.0,147.0,312.0,22.0,16.0,12.0,2.0,5.0,17.0,12.0,18.0,13.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,15,13.0,9.0,3.0,10.0,16.0,62.5,6.0,132.0,39.0,29.5,51.0,62.0,19.0,15.0,6.0,0.0,9.0,19,,14.0,1.0,662.0,98.0,295.0,278.0,126.0,22.0,614.0,9.0,12.0,75.0,10.0,0.0,363.0,1604.0,826.0,28.0,7.0,2.0,16.0,18.0,492.0,417.0,84.8,32.0,0,0,0,19,16,2,0.0,0.0,0,100.0,27.0,22.0,55.1
154,2022-08-14,17:05 ,Ligue 1,Matchweek 2,Sun,Away,D,1,1,Nice,1.2,1.5,46,"24,707",Dimitri Liénard,3-5-2,Hakim Ben El Hadj Salem,d1bb8afd,,Strasbourg,1,9,5,55.6,0.11,0.2,18.3,0.0,0,0,1.2,1.2,0.14,-0.2,-0.2,2,1,2,100.0,0,1.3,0.3,1,1,0,0,4.0,12.0,33.3,26.0,6.0,30.8,29.7,6.0,66.7,54.7,11.0,2.0,18.2,3.0,17.8,389.0,489.0,79.6,7375.0,2518.0,170.0,190.0,89.5,167.0,192.0,87.0,48.0,96.0,50.0,1,1.2,8.0,27.0,10.0,1.0,37.0,452.0,37.0,11.0,3.0,57.0,18.0,12,3.0,0.0,3.0,0.0,325.0,37.0,127.0,160.0,265.0,29.0,14.0,7.0,0.0,13.0,7.0,5.0,14.0,12.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,13,11.0,8.0,2.0,4.0,18.0,22.2,14.0,173.0,49.0,28.3,41.0,92.0,40.0,18.0,2.0,0.0,16.0,12,,25.0,1.0,601.0,73.0,221.0,297.0,116.0,19.0,565.0,2.0,9.0,22.2,2.0,0.0,341.0,1839.0,1080.0,33.0,7.0,2.0,5.0,10.0,421.0,389.0,92.4,37.0,4,0,0,19,10,0,0.0,1.0,0,82.0,16.0,23.0,41.0
155,2022-08-21,13:00 ,Ligue 1,Matchweek 3,Sun,Home,D,1,1,Reims,1.3,2.0,64,"25,175",Dimitri Liénard,3-5-2,Ruddy Buquet,be90ec61,,Strasbourg,1,12,2,16.7,0.08,0.5,15.0,1.0,0,0,1.3,1.3,0.11,-0.3,-0.3,6,1,5,83.3,0,2.9,1.9,0,0,0,0,10.0,16.0,62.5,31.0,7.0,41.9,38.4,5.0,60.0,42.8,6.0,0.0,0.0,0.0,13.4,485.0,590.0,82.2,9325.0,3145.0,207.0,233.0,88.8,204.0,227.0,89.9,64.0,107.0,59.8,1,0.4,6.0,33.0,11.0,3.0,39.0,540.0,50.0,19.0,0.0,91.0,17.0,14,5.0,1.0,4.0,0.0,424.0,59.0,107.0,154.0,370.0,25.0,19.0,9.0,0.0,10.0,22.0,8.0,15.0,10.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,9,6.0,7.0,3.0,7.0,15.0,46.7,8.0,85.0,33.0,38.8,27.0,37.0,21.0,7.0,3.0,0.0,4.0,7,,13.0,0.0,684.0,75.0,198.0,342.0,188.0,27.0,635.0,5.0,12.0,41.7,6.0,0.0,481.0,2522.0,1282.0,46.0,16.0,5.0,12.0,13.0,537.0,485.0,90.3,39.0,1,0,0,12,16,1,0.0,0.0,0,88.0,18.0,10.0,64.3
156,2022-08-27,17:00 ,Ligue 1,Matchweek 4,Sat,Away,L,0,1,Auxerre,1.3,1.1,58,"16,059",Dimitri Liénard,3-5-2,Johan Hamel,0bd45b22,,Strasbourg,0,14,4,28.6,0.0,0.0,15.6,0.0,0,0,1.3,1.3,0.09,-1.3,-1.3,3,1,2,66.7,0,0.3,-0.7,0,0,0,0,3.0,6.0,50.0,20.0,7.0,25.0,29.8,1.0,100.0,50.0,8.0,0.0,0.0,1.0,16.4,547.0,664.0,82.4,10407.0,2986.0,217.0,243.0,89.3,252.0,285.0,88.4,69.0,110.0,62.7,0,1.1,11.0,53.0,16.0,5.0,52.0,629.0,35.0,9.0,2.0,57.0,20.0,18,5.0,1.0,4.0,0.0,431.0,106.0,127.0,199.0,381.0,34.0,18.0,14.0,1.0,13.0,17.0,12.0,21.0,17.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9,8.0,2.0,3.0,3.0,9.0,33.3,6.0,93.0,32.0,34.4,23.0,39.0,31.0,9.0,1.0,0.0,8.0,7,,28.0,0.0,758.0,59.0,207.0,377.0,226.0,33.0,725.0,8.0,11.0,72.7,9.0,0.0,476.0,2554.0,1586.0,77.0,16.0,5.0,10.0,8.0,632.0,547.0,86.6,52.0,1,0,0,10,5,2,0.0,0.0,0,102.0,28.0,13.0,68.3
157,2022-08-31,19:00 ,Ligue 1,Matchweek 5,Wed,Home,D,1,1,Nantes,0.3,0.7,47,"25,162",Dimitri Liénard,3-5-2,Clément Turpin,6a2fc46c,,Strasbourg,1,5,2,40.0,0.2,0.5,21.6,1.0,0,0,0.3,0.3,0.06,0.7,0.7,3,1,2,66.7,0,0.9,-0.1,0,0,0,0,4.0,13.0,30.8,24.0,7.0,41.7,40.0,6.0,50.0,43.7,12.0,0.0,0.0,0.0,8.2,388.0,495.0,78.4,6959.0,2647.0,184.0,205.0,89.8,151.0,174.0,86.8,44.0,93.0,47.3,1,0.2,3.0,25.0,8.0,4.0,25.0,439.0,56.0,19.0,0.0,65.0,11.0,8,3.0,1.0,2.0,0.0,315.0,84.0,96.0,96.0,328.0,22.0,24.0,11.0,0.0,11.0,23.0,13.0,8.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,8,10.0,5.0,1.0,4.0,11.0,36.4,7.0,135.0,35.0,25.9,31.0,76.0,28.0,11.0,3.0,0.0,8.0,15,,23.0,0.0,610.0,63.0,219.0,296.0,141.0,15.0,555.0,8.0,16.0,50.0,8.0,1.0,367.0,1492.0,956.0,35.0,13.0,2.0,15.0,12.0,465.0,388.0,83.4,25.0,0,0,0,13,18,0,0.0,0.0,0,84.0,18.0,23.0,43.9
158,2022-09-04,15:00 ,Ligue 1,Matchweek 6,Sun,Away,D,1,1,Brest,1.8,0.6,41,"11,003",Alexander Djiku,3-5-2,Bastien Dechepy,a4f51170,,Strasbourg,1,9,2,22.2,0.0,0.0,18.7,2.0,1,1,1.8,1.0,0.11,-0.8,-1.0,2,1,1,50.0,0,0.6,-0.4,0,0,0,0,4.0,17.0,23.5,23.0,6.0,43.5,39.2,8.0,87.5,63.3,20.0,3.0,15.0,0.0,8.7,281.0,380.0,73.9,5308.0,2205.0,124.0,151.0,82.1,100.0,127.0,78.7,45.0,82.0,54.9,0,0.9,5.0,25.0,12.0,3.0,24.0,334.0,46.0,14.0,3.0,71.0,10.0,14,3.0,2.0,0.0,1.0,219.0,58.0,103.0,105.0,202.0,27.0,19.0,12.0,1.0,6.0,14.0,3.0,15.0,11.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,9,13.0,3.0,2.0,9.0,11.0,81.8,2.0,78.0,23.0,29.5,36.0,25.0,17.0,22.0,4.0,0.0,18.0,14,,18.0,0.0,503.0,61.0,179.0,210.0,145.0,26.0,456.0,11.0,17.0,64.7,12.0,1.0,227.0,1217.0,704.0,35.0,12.0,5.0,11.0,12.0,298.0,281.0,94.3,24.0,1,1,0,8,15,1,1.0,0.0,0,76.0,16.0,23.0,41.0
159,2022-09-11,13:00 ,Ligue 1,Matchweek 7,Sun,Home,D,0,0,Clermont Foot,1.7,1.0,43,"25,089",Alexander Djiku,4-4-2◆,Marc Bollengier,198f2034,,Strasbourg,0,12,3,25.0,0.0,0.0,12.9,1.0,0,0,1.7,1.7,0.15,-1.7,-1.7,4,0,4,100.0,1,0.8,0.8,0,0,0,0,3.0,11.0,27.3,14.0,5.0,57.1,42.1,5.0,60.0,50.4,10.0,0.0,0.0,0.0,5.0,280.0,397.0,70.5,4906.0,1917.0,132.0,161.0,82.0,103.0,135.0,76.3,35.0,79.0,44.3,0,0.8,7.0,24.0,7.0,2.0,21.0,350.0,47.0,16.0,1.0,30.0,3.0,11,3.0,2.0,1.0,0.0,250.0,65.0,82.0,95.0,245.0,19.0,21.0,10.0,0.0,10.0,17.0,11.0,15.0,8.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18,10.0,9.0,4.0,4.0,11.0,36.4,7.0,161.0,53.0,32.9,41.0,83.0,37.0,16.0,2.0,0.0,14.0,23,,16.0,0.0,514.0,48.0,158.0,239.0,151.0,24.0,467.0,7.0,14.0,50.0,7.0,0.0,265.0,1530.0,897.0,36.0,11.0,4.0,12.0,9.0,386.0,280.0,72.5,21.0,4,1,1,20,15,1,0.0,0.0,0,84.0,9.0,19.0,32.1
160,2022-09-17,17:00 ,Ligue 1,Matchweek 8,Sat,Away,L,1,2,Montpellier,0.5,1.7,51,"10,780",Dimitri Liénard,3-5-2,Jeremy Stinat,ea79c10f,,Strasbourg,1,8,2,25.0,0.13,0.5,15.7,0.0,0,0,0.5,0.5,0.07,0.5,0.5,3,2,2,66.7,0,1.9,-0.1,1,1,0,0,5.0,10.0,50.0,18.0,7.0,44.4,37.9,3.0,66.7,40.0,7.0,0.0,0.0,1.0,10.4,310.0,420.0,73.8,5997.0,2229.0,130.0,145.0,89.7,125.0,162.0,77.2,43.0,85.0,50.6,0,0.4,6.0,24.0,6.0,1.0,28.0,362.0,58.0,14.0,1.0,47.0,19.0,11,6.0,0.0,6.0,0.0,240.0,54.0,126.0,92.0,237.0,31.0,31.0,10.0,1.0,13.0,6.0,13.0,9.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10,12.0,5.0,3.0,7.0,12.0,58.3,5.0,133.0,41.0,30.8,50.0,48.0,35.0,8.0,1.0,0.0,7.0,8,,28.0,2.0,529.0,63.0,216.0,215.0,135.0,22.0,473.0,11.0,18.0,61.1,12.0,1.0,281.0,1629.0,991.0,31.0,13.0,1.0,12.0,12.0,337.0,310.0,92.0,28.0,4,0,0,20,11,2,0.0,1.0,0,83.0,23.0,21.0,52.3
161,2022-10-01,17:00 ,Ligue 1,Matchweek 9,Sat,Home,L,1,3,Rennes,1.3,2.8,39,,Dimitri Liénard,3-5-2,Eric Wattellier,304c5e6e,,Strasbourg,1,8,2,25.0,0.0,0.0,20.2,1.0,1,1,1.3,0.5,0.07,-0.3,-0.5,7,3,4,57.1,0,3.0,0.0,0,0,0,0,7.0,17.0,41.2,29.0,4.0,51.7,40.8,2.0,100.0,58.0,8.0,0.0,0.0,1.0,14.0,334.0,417.0,80.1,6094.0,2194.0,158.0,175.0,90.3,133.0,153.0,86.9,37.0,71.0,52.1,0,0.5,7.0,23.0,5.0,1.0,27.0,379.0,38.0,13.0,0.0,38.0,11.0,6,1.0,0.0,1.0,0.0,291.0,40.0,86.0,109.0,260.0,13.0,17.0,4.0,2.0,4.0,6.0,12.0,15.0,10.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,7,5.0,5.0,2.0,4.0,12.0,33.3,8.0,95.0,31.0,32.6,29.0,48.0,18.0,19.0,6.0,0.0,13.0,13,,13.0,0.0,520.0,73.0,174.0,257.0,124.0,11.0,481.0,7.0,12.0,58.3,7.0,0.0,334.0,1803.0,904.0,32.0,9.0,1.0,10.0,12.0,355.0,334.0,94.1,27.0,0,1,0,8,14,3,1.0,0.0,0,74.0,18.0,13.0,58.1
162,2022-08-07,13:00 ,Ligue 1,Matchweek 1,Sun,Home,D,1,1,Nice,1.2,1.0,45,"20,567",Branco van den Boomen,4-2-3-1,Johan Hamel,8f2f241b,,Toulouse,1,6,2,33.3,0.17,0.5,10.7,0.0,0,0,1.2,1.2,0.19,-0.2,-0.2,4,1,3,75.0,0,1.1,0.1,0,0,0,0,8.0,14.0,57.1,39.0,6.0,28.2,31.5,6.0,50.0,37.5,5.0,0.0,0.0,0.0,12.0,399.0,491.0,81.3,8146.0,2869.0,153.0,172.0,89.0,180.0,203.0,88.7,61.0,98.0,62.2,1,1.2,6.0,29.0,8.0,4.0,33.0,446.0,45.0,10.0,2.0,42.0,22.0,11,6.0,2.0,4.0,0.0,329.0,51.0,111.0,101.0,342.0,17.0,18.0,6.0,2.0,10.0,12.0,11.0,12.0,9.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,12,8.0,8.0,3.0,6.0,20.0,30.0,14.0,157.0,42.0,26.8,50.0,77.0,30.0,16.0,0.0,0.0,16.0,18,,15.0,0.0,597.0,73.0,236.0,245.0,153.0,19.0,556.0,6.0,12.0,50.0,6.0,0.0,405.0,1860.0,947.0,32.0,12.0,4.0,8.0,18.0,474.0,399.0,84.2,33.0,1,0,0,15,7,2,0.0,0.0,0,65.0,12.0,14.0,46.2
163,2022-08-14,15:00 ,Ligue 1,Matchweek 2,Sun,Away,W,3,0,Troyes,1.4,1.0,67,"6,000",Brecht Dejaegere,4-2-3-1,Marc Bollengier,f60d97c0,,Toulouse,2,10,4,40.0,0.2,0.5,18.5,1.0,0,0,1.4,1.4,0.15,0.6,0.6,1,0,1,100.0,1,0.2,0.2,0,0,0,0,7.0,10.0,70.0,42.0,4.0,19.0,27.8,6.0,33.3,33.3,10.0,0.0,0.0,2.0,16.9,516.0,608.0,84.9,10000.0,2930.0,212.0,231.0,91.8,224.0,249.0,90.0,73.0,109.0,67.0,2,1.4,6.0,27.0,9.0,0.0,36.0,565.0,43.0,15.0,1.0,48.0,17.0,9,6.0,0.0,3.0,3.0,449.0,70.0,89.0,156.0,405.0,15.0,13.0,11.0,2.0,6.0,11.0,14.0,14.0,13.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,18,8.0,8.0,7.0,10.0,17.0,58.8,7.0,110.0,35.0,31.8,24.0,40.0,46.0,12.0,6.0,0.0,6.0,8,,15.0,1.0,703.0,73.0,223.0,380.0,144.0,23.0,661.0,4.0,9.0,44.4,4.0,0.0,496.0,2498.0,1422.0,56.0,15.0,4.0,9.0,13.0,591.0,516.0,87.3,36.0,1,0,0,19,15,2,0.0,0.0,0,77.0,9.0,10.0,47.4
164,2022-08-21,15:00 ,Ligue 1,Matchweek 3,Sun,Home,D,2,2,Lorient,1.8,2.7,51,"23,862",Brecht Dejaegere,4-2-3-1,Gustavo Correia,8fd476c8,,Toulouse,2,16,8,50.0,0.13,0.25,12.4,1.0,0,0,1.8,1.8,0.14,0.2,0.2,2,2,1,50.0,0,2.7,0.7,2,1,1,0,1.0,1.0,100.0,21.0,7.0,4.8,25.1,4.0,0.0,19.3,3.0,0.0,0.0,0.0,9.4,404.0,497.0,81.3,8027.0,2662.0,148.0,180.0,82.2,190.0,216.0,88.0,55.0,80.0,68.8,0,0.6,11.0,33.0,16.0,5.0,42.0,457.0,40.0,11.0,1.0,57.0,24.0,18,3.0,0.0,3.0,0.0,355.0,57.0,85.0,115.0,322.0,16.0,18.0,16.0,1.0,11.0,21.0,12.0,26.0,17.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,14,9.0,6.0,7.0,6.0,18.0,33.3,12.0,159.0,51.0,32.1,50.0,64.0,45.0,10.0,4.0,0.0,6.0,15,,17.0,1.0,614.0,68.0,186.0,267.0,204.0,35.0,573.0,5.0,17.0,29.4,5.0,0.0,395.0,2274.0,1415.0,58.0,16.0,3.0,10.0,8.0,451.0,404.0,89.6,42.0,2,0,0,15,11,2,0.0,2.0,0,86.0,17.0,8.0,68.0
165,2022-08-28,13:00 ,Ligue 1,Matchweek 4,Sun,Away,L,1,3,Nantes,0.5,1.5,51,"26,574",Brecht Dejaegere,4-2-3-1,Mathieu Vernice,211a8d64,,Toulouse,1,9,3,33.3,0.11,0.33,14.5,0.0,0,0,0.5,0.5,0.05,0.5,0.5,7,3,4,57.1,0,2.6,-0.4,0,0,0,0,6.0,13.0,46.2,33.0,5.0,33.3,34.7,6.0,33.3,34.7,11.0,0.0,0.0,0.0,12.0,367.0,467.0,78.6,7553.0,2938.0,138.0,170.0,81.2,160.0,180.0,88.9,66.0,105.0,62.9,1,0.4,8.0,31.0,10.0,1.0,42.0,416.0,51.0,13.0,2.0,73.0,21.0,14,5.0,2.0,2.0,0.0,285.0,71.0,111.0,112.0,288.0,15.0,21.0,10.0,1.0,14.0,15.0,8.0,13.0,10.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,14,9.0,9.0,2.0,8.0,23.0,34.8,15.0,133.0,30.0,22.6,48.0,59.0,26.0,12.0,4.0,0.0,8.0,13,,18.0,0.0,575.0,59.0,229.0,254.0,123.0,25.0,526.0,7.0,12.0,58.3,8.0,1.0,381.0,1777.0,1095.0,39.0,5.0,9.0,14.0,13.0,451.0,367.0,81.4,42.0,3,0,0,10,11,2,0.0,0.0,0,72.0,24.0,15.0,61.5
166,2022-08-31,21:00 ,Ligue 1,Matchweek 5,Wed,Home,L,0,3,Paris S-G,0.8,3.0,38,"31,700",Branco van den Boomen,3-4-3,Hakim Ben El Hadj Salem,63fb1427,,Toulouse,0,14,7,50.0,0.0,0.0,21.2,1.0,0,0,0.8,0.8,0.06,-0.8,-0.8,12,3,9,75.0,0,4.3,1.3,0,0,0,0,3.0,9.0,33.3,20.0,3.0,35.0,37.5,6.0,33.3,39.0,1.0,0.0,0.0,0.0,12.8,335.0,397.0,84.4,6193.0,2069.0,153.0,167.0,91.6,129.0,149.0,86.6,46.0,68.0,67.6,0,0.8,13.0,24.0,7.0,2.0,30.0,359.0,38.0,6.0,2.0,27.0,14.0,7,3.0,2.0,1.0,0.0,316.0,31.0,50.0,93.0,281.0,3.0,12.0,6.0,1.0,9.0,14.0,8.0,26.0,22.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,27,24.0,13.0,3.0,17.0,32.0,53.1,15.0,186.0,46.0,24.7,75.0,77.0,34.0,11.0,1.0,1.0,10.0,12,,11.0,0.0,518.0,74.0,203.0,225.0,130.0,18.0,481.0,4.0,10.0,40.0,4.0,0.0,324.0,1713.0,1066.0,41.0,16.0,5.0,15.0,10.0,378.0,335.0,88.6,30.0,1,0,0,11,5,1,0.0,0.0,0,46.0,3.0,9.0,25.0
167,2022-09-04,15:00 ,Ligue 1,Matchweek 6,Sun,Away,L,0,2,Clermont Foot,1.0,1.5,66,"10,085",Brecht Dejaegere,4-3-3,François Letexier,20d46d25,,Toulouse,0,14,3,21.4,0.0,0.0,16.5,2.0,0,0,1.0,1.0,0.07,-1.0,-1.0,3,2,1,33.3,0,1.7,-0.3,0,0,0,0,2.0,2.0,100.0,27.0,5.0,7.4,22.5,5.0,0.0,22.6,7.0,0.0,0.0,2.0,15.3,476.0,567.0,84.0,9378.0,3174.0,201.0,224.0,89.7,201.0,228.0,88.2,72.0,96.0,75.0,0,0.9,10.0,49.0,15.0,2.0,55.0,511.0,56.0,14.0,0.0,73.0,21.0,13,6.0,5.0,1.0,0.0,394.0,80.0,93.0,151.0,352.0,18.0,28.0,9.0,2.0,7.0,17.0,16.0,23.0,17.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11,8.0,8.0,5.0,8.0,21.0,38.1,13.0,134.0,41.0,30.6,53.0,46.0,35.0,22.0,6.0,0.0,16.0,8,,16.0,0.0,696.0,47.0,186.0,339.0,204.0,31.0,638.0,5.0,15.0,33.3,5.0,0.0,409.0,2103.0,1148.0,42.0,6.0,4.0,14.0,11.0,556.0,476.0,85.6,55.0,1,0,0,15,17,2,0.0,0.0,0,79.0,13.0,16.0,44.8
168,2022-09-11,15:00 ,Ligue 1,Matchweek 7,Sun,Home,W,1,0,Reims,1.5,0.7,47,"21,315",Branco van den Boomen,3-4-3,Stéphanie Frappart,9f57e775,,Toulouse,1,14,3,21.4,0.07,0.33,17.5,2.0,0,0,1.5,1.5,0.11,-0.5,-0.5,1,0,1,100.0,1,0.0,0.0,0,0,0,0,8.0,27.0,29.6,35.0,6.0,51.4,38.5,10.0,90.0,62.9,7.0,0.0,0.0,3.0,17.7,320.0,430.0,74.4,6603.0,2607.0,122.0,138.0,88.4,143.0,168.0,85.1,50.0,101.0,49.5,1,1.4,11.0,31.0,7.0,2.0,40.0,390.0,40.0,9.0,2.0,40.0,13.0,7,4.0,2.0,2.0,0.0,282.0,48.0,100.0,112.0,270.0,16.0,13.0,7.0,1.0,8.0,4.0,16.0,24.0,21.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,15,14.0,10.0,2.0,9.0,23.0,39.1,14.0,182.0,64.0,35.2,66.0,82.0,34.0,24.0,5.0,0.0,19.0,5,,23.0,0.0,555.0,92.0,215.0,247.0,124.0,20.0,516.0,2.0,8.0,25.0,3.0,1.0,289.0,1665.0,874.0,39.0,13.0,5.0,8.0,5.0,333.0,320.0,96.1,40.0,2,0,0,21,10,1,0.0,0.0,0,91.0,17.0,12.0,58.6
169,2022-09-17,21:00 ,Ligue 1,Matchweek 8,Sat,Away,L,1,2,Lille,0.9,1.2,55,"33,635",Branco van den Boomen,3-5-2,Pierre Gaillouste,00795804,,Toulouse,1,15,6,40.0,0.07,0.17,16.2,0.0,0,0,0.9,0.9,0.06,0.1,0.1,4,2,2,50.0,0,1.3,-0.7,0,0,0,0,5.0,16.0,31.3,33.0,7.0,45.5,39.8,5.0,20.0,30.2,3.0,0.0,0.0,0.0,10.2,419.0,552.0,75.9,7650.0,2778.0,200.0,229.0,87.3,160.0,200.0,80.0,53.0,100.0,53.0,1,0.8,11.0,18.0,5.0,2.0,29.0,481.0,71.0,21.0,1.0,46.0,20.0,18,7.0,3.0,4.0,0.0,341.0,70.0,141.0,174.0,298.0,20.0,33.0,10.0,5.0,14.0,17.0,13.0,20.0,12.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,16,12.0,8.0,2.0,8.0,19.0,42.1,11.0,157.0,58.0,36.9,45.0,68.0,44.0,19.0,4.0,0.0,15.0,21,,15.0,0.0,670.0,67.0,236.0,296.0,168.0,22.0,603.0,10.0,22.0,45.5,12.0,6.0,377.0,1654.0,803.0,29.0,15.0,6.0,11.0,11.0,520.0,419.0,80.6,29.0,0,0,0,15,21,5,0.0,0.0,0,95.0,23.0,18.0,56.1
